task_type,duration_min,rows_processed,null_rate_pct,schema_changed,upstream_failed,rows_delta_pct,hour_of_day,day_of_week,retry_count,queue_time_min,failed
dbt_model,41.4,13945,0.26,0,0,11.9,4,3,0,5.9,0
extract,46.1,23979,0.12,0,0,48.7,14,1,1,6.8,0
dbt_model,17.2,37052,0.38,0,0,41.0,21,4,0,2.5,0
quality_check,19.3,10523,3.09,0,0,-5.7,15,6,2,0.7,0
dbt_model,58.0,26214,1.63,0,0,17.1,7,5,2,2.1,1
quality_check,43.8,150374,4.0,0,0,32.1,11,6,1,3.8,0
quality_check,32.0,10091,1.57,0,0,12.5,22,3,1,0.5,0
quality_check,32.5,36320,3.98,0,0,-1.2,19,5,0,3.1,0
dbt_model,33.7,112867,1.22,0,1,-9.0,3,3,0,0.7,0
dbt_model,12.5,9709,0.99,0,0,1.8,11,3,0,2.5,0
dbt_model,28.3,209538,10.21,0,0,-20.5,1,4,0,0.1,0
load,31.4,40807,1.21,0,0,16.1,20,4,0,1.4,0
load,25.3,27883,2.05,0,1,25.0,16,0,0,0.1,0
dbt_model,21.4,1461,0.15,0,0,-7.1,5,4,0,3.3,0
load,54.2,19974,0.9,0,0,-8.1,17,3,1,2.8,1
dbt_model,31.0,65811,0.33,0,0,-19.0,11,0,1,2.1,0
dbt_model,39.6,592764,0.47,0,0,8.4,19,1,1,0.1,0
extract,36.0,90095,0.7,0,0,-0.2,0,1,0,7.6,0
dbt_model,40.7,220123,0.7,0,0,-26.0,10,5,1,0.3,0
dbt_model,24.6,5247,1.78,0,0,52.5,13,2,0,4.3,0
load,43.1,29646,2.35,0,0,-32.0,2,3,1,0.8,0
quality_check,39.6,256066,0.57,0,0,-25.9,9,2,0,5.3,0
extract,18.2,8774,0.28,0,1,16.9,17,5,0,1.3,0
dbt_model,34.0,170136,2.52,0,0,11.8,16,3,2,2.0,0
quality_check,32.7,117396,0.93,0,0,-12.9,2,6,0,1.3,0
dbt_model,31.0,56362,4.93,0,0,-14.0,17,2,1,1.3,0
dbt_model,35.9,21462,2.34,0,1,8.2,17,6,0,2.2,0
quality_check,35.2,7494,0.58,0,0,6.8,10,4,0,0.3,0
dbt_model,41.8,621944,3.04,0,0,-12.7,19,4,2,0.4,0
quality_check,37.0,99805,2.45,0,0,17.9,14,5,1,6.6,0
dbt_model,34.0,62629,0.29,0,1,10.3,23,6,1,1.7,0
dbt_model,11.7,18759,0.09,1,0,24.1,17,6,2,2.6,0
dbt_model,39.3,38584,0.81,0,0,-0.9,23,6,1,1.8,0
load,37.1,47266,2.26,0,0,14.6,20,2,1,3.5,0
dbt_model,24.5,68857,0.71,0,0,-4.1,8,5,0,2.7,0
quality_check,36.8,117588,0.69,0,0,9.7,2,2,0,9.0,0
extract,35.9,10384,0.29,0,0,6.4,15,3,0,5.6,1
load,38.7,3475,0.03,0,0,15.3,13,1,0,1.5,0
dbt_model,37.1,41558,0.42,0,0,9.4,23,3,0,0.1,0
load,30.3,2218,4.49,0,0,-34.0,22,3,1,1.5,0
dbt_model,39.9,21636,0.3,0,0,-11.3,0,5,1,12.1,0
load,28.1,16079,0.41,0,0,1.5,6,0,0,1.5,0
load,37.3,79761,1.76,0,0,8.4,12,4,1,0.2,0
quality_check,32.2,866446,1.08,0,0,14.8,15,6,0,5.1,0
load,36.8,1617,0.37,0,0,9.9,9,5,0,0.6,0
dbt_model,24.1,1381521,1.74,0,1,-12.7,6,3,0,1.6,1
load,38.9,25011,1.41,0,0,16.5,10,2,0,8.7,0
dbt_model,33.4,63354,0.34,0,0,-14.6,19,4,0,0.0,0
extract,37.0,3775,2.06,0,0,22.7,22,4,1,1.7,0
dbt_model,28.0,178973,0.5,0,0,23.9,17,2,0,2.8,0
quality_check,33.2,38807,1.78,0,0,-0.2,3,3,2,3.8,0
quality_check,32.6,32913,0.22,0,0,-11.7,22,0,0,1.5,0
dbt_model,30.8,1636,0.58,0,0,-12.5,12,2,0,1.1,0
dbt_model,23.0,40866,4.4,0,0,-19.7,16,5,0,0.8,0
dbt_model,40.3,140550,1.93,0,0,-16.6,16,2,0,0.3,0
load,15.0,24883,0.4,0,0,-3.2,11,3,1,2.7,0
load,29.5,237689,0.39,0,0,-10.1,12,6,0,0.1,0
extract,21.3,222488,1.77,0,0,-29.0,12,2,2,1.5,0
dbt_model,37.9,13020,0.85,0,0,-8.7,3,3,0,2.0,0
dbt_model,40.3,466112,0.02,0,0,1.7,18,5,0,0.8,0
quality_check,36.5,39045,0.39,0,0,-6.1,7,5,0,8.9,0
dbt_model,45.6,39324,0.39,0,0,-16.1,17,2,1,2.3,0
load,29.7,42547,0.35,0,0,-43.0,0,1,0,5.4,0
dbt_model,37.9,40574,3.07,0,0,20.6,2,4,0,1.0,0
quality_check,25.5,540,1.96,0,0,-0.7,6,0,0,0.9,0
extract,30.9,26989,0.09,0,0,5.8,7,5,1,3.4,0
load,40.2,4095,1.21,0,0,3.3,2,3,0,1.1,0
extract,55.5,489988,2.93,0,1,9.0,16,6,0,2.7,1
dbt_model,32.8,459425,0.42,0,0,4.3,1,2,0,1.8,0
load,42.1,141931,1.15,0,0,1.8,2,5,2,1.9,0
load,34.4,24796,6.38,0,0,13.7,14,0,0,7.4,0
dbt_model,32.4,7238,2.33,0,0,17.6,15,0,0,6.6,0
dbt_model,32.6,12681,0.1,0,0,24.9,15,3,0,0.6,0
extract,34.6,812789,0.43,0,0,-15.0,20,4,0,4.3,0
load,1.0,11997,4.05,0,0,4.5,18,1,0,6.7,0
extract,39.5,838,2.11,0,0,-28.9,8,4,1,3.0,0
extract,28.9,188766,0.13,0,1,-8.7,15,4,1,0.6,1
dbt_model,34.2,400634,0.29,0,0,-3.5,5,0,1,1.6,0
extract,34.9,516455,1.39,0,0,13.3,19,6,2,1.6,0
extract,28.1,191253,0.4,0,0,-2.1,20,5,0,0.5,0
dbt_model,37.7,248309,2.86,0,0,12.1,13,2,1,4.1,0
quality_check,32.0,39525,0.61,0,0,-6.2,11,2,0,3.1,0
dbt_model,20.0,1310,3.24,0,0,-10.4,14,1,1,2.7,0
quality_check,33.7,37972,0.23,0,0,-14.4,19,4,1,4.0,0
dbt_model,33.7,98175,2.36,0,0,12.4,21,4,0,5.2,0
dbt_model,40.2,29248,1.19,0,0,-6.8,1,1,2,12.0,0
quality_check,19.7,27191,0.65,0,0,-43.7,14,3,2,2.1,0
dbt_model,22.3,7765,0.45,0,0,11.4,5,1,1,6.5,1
quality_check,36.0,7311,2.76,0,0,-16.7,1,2,0,0.7,0
extract,31.6,687651,2.98,0,0,3.5,0,2,0,6.0,0
dbt_model,29.3,728653,1.32,0,0,-20.3,2,2,1,0.3,0
dbt_model,26.9,36162,1.48,0,0,0.3,10,1,2,2.9,0
dbt_model,32.1,56978,2.42,0,0,-51.7,20,0,0,6.3,0
load,28.6,7560,0.99,0,0,-0.6,21,6,1,4.8,0
quality_check,32.1,101531,0.5,0,0,-15.8,18,2,1,2.9,1
dbt_model,27.9,606487,0.77,0,0,-22.8,15,5,1,2.6,0
dbt_model,34.9,3143,0.2,0,0,13.8,14,6,0,3.7,0
load,45.5,76283,3.26,0,0,-2.1,0,0,0,8.6,0
dbt_model,16.5,86028,1.62,0,0,-4.4,19,2,0,7.9,0
dbt_model,19.7,84471,0.67,0,0,-13.0,0,2,0,3.2,0
extract,45.8,503081,1.23,0,1,16.1,18,4,1,3.2,0
dbt_model,52.0,943761,0.25,0,0,-7.8,17,6,0,2.0,0
dbt_model,12.4,24994,0.1,0,0,26.8,6,4,1,1.0,1
dbt_model,41.5,106625,0.96,0,0,22.1,2,4,1,0.7,0
dbt_model,47.2,41555,0.89,0,0,25.7,21,1,2,0.9,0
dbt_model,22.7,13208,0.11,0,0,17.4,5,3,0,1.0,0
load,47.2,56010,0.17,0,0,-10.9,12,5,0,2.3,0
load,32.5,106340,0.33,0,1,0.9,16,3,1,0.4,1
extract,35.7,51384,2.13,0,0,-3.7,11,4,0,1.4,0
extract,23.3,8867,0.24,1,0,15.1,5,2,0,5.7,0
dbt_model,40.0,17297,0.81,0,0,-0.2,11,3,0,0.5,0
load,38.5,17510,1.78,0,0,-4.4,11,2,1,0.5,0
dbt_model,45.4,9434,1.75,0,0,29.8,10,3,0,1.5,0
load,46.1,59973,0.54,0,0,-5.9,9,1,0,2.8,0
dbt_model,33.3,70896,0.56,0,0,-11.2,1,4,1,1.7,0
dbt_model,62.9,174072,0.12,0,0,-7.2,8,4,2,5.8,0
dbt_model,42.0,9207,11.23,0,0,19.3,8,5,1,0.0,1
dbt_model,35.5,14415,1.02,0,0,3.4,6,1,1,0.3,0
extract,27.6,436835,2.09,0,0,8.3,2,2,0,10.0,0
dbt_model,18.0,27911,0.15,0,0,4.2,9,2,1,0.4,0
dbt_model,19.3,38109,5.41,0,0,-39.5,22,6,0,1.4,0
dbt_model,23.4,27442,0.07,0,0,-19.2,4,6,0,3.7,0
extract,47.8,222537,0.2,0,0,-5.0,16,3,0,9.5,0
quality_check,39.9,236781,0.48,1,0,5.7,22,2,0,11.6,0
load,29.8,215589,0.02,0,0,-17.7,23,0,1,4.6,0
dbt_model,31.1,37892,0.15,0,0,-18.3,7,2,1,8.7,1
dbt_model,27.5,8992,0.74,0,0,-5.6,3,0,1,0.8,0
load,44.8,790436,0.34,0,0,23.9,17,2,1,2.6,0
dbt_model,26.7,142927,1.18,0,0,-38.8,7,2,0,0.4,0
dbt_model,34.1,17489,2.05,0,0,-47.7,7,1,1,1.8,0
dbt_model,38.9,354374,0.11,0,0,31.2,17,6,1,2.2,0
dbt_model,23.1,15413,0.53,0,0,-27.5,6,5,0,3.5,0
dbt_model,50.5,347015,1.25,0,1,-7.3,12,4,1,2.6,1
quality_check,33.7,386642,1.22,0,0,-27.0,11,4,0,4.0,0
dbt_model,20.7,8313,2.1,0,0,-5.4,20,2,0,4.3,0
dbt_model,41.5,92116,0.11,0,0,-2.5,17,1,1,5.1,0
extract,34.9,126944,1.81,0,0,29.0,8,5,0,2.4,0
load,43.2,2382961,1.34,0,0,13.0,0,2,1,0.7,1
load,19.5,11073,2.01,0,1,-23.1,5,4,0,3.1,0
dbt_model,43.5,359356,1.16,0,0,-34.3,4,3,0,2.8,1
dbt_model,51.8,37337,0.64,0,0,9.0,18,0,1,0.7,0
load,17.4,4983,0.22,1,0,-9.4,18,6,1,0.4,1
dbt_model,35.1,29972,2.59,0,0,-13.0,0,0,0,2.7,0
quality_check,25.2,36458,0.33,0,0,21.3,8,2,1,1.5,0
quality_check,53.5,6672,0.84,0,0,-31.6,3,5,0,2.2,1
load,44.3,59842,0.7,0,0,-6.6,20,4,1,5.2,0
extract,37.4,168130,3.25,0,0,11.4,17,5,0,5.4,0
dbt_model,21.9,53163,3.93,0,0,-21.2,3,6,1,2.2,0
dbt_model,21.9,15260,0.16,0,0,23.4,16,4,0,4.1,0
load,38.5,28636,0.23,0,0,-18.2,19,1,0,1.0,0
dbt_model,20.0,36052,1.42,0,0,-1.3,1,0,0,7.5,0
dbt_model,20.9,51416,0.55,0,0,-12.5,14,5,1,2.2,0
dbt_model,35.4,214427,0.2,0,0,-49.3,12,2,0,0.5,0
quality_check,34.2,56111,0.49,1,0,-7.6,4,4,1,2.4,1
load,31.8,3849,0.39,0,0,14.3,22,3,0,7.2,0
extract,26.7,14769,1.38,0,0,-18.6,0,1,1,0.3,0
dbt_model,41.0,47364,1.5,0,0,-11.3,11,2,0,1.8,0
dbt_model,27.6,219388,2.67,0,0,-9.3,21,6,0,5.1,0
load,41.5,289686,0.59,0,0,9.6,7,2,1,0.5,1
dbt_model,39.1,621254,0.9,0,0,-6.5,6,5,1,0.3,0
dbt_model,38.0,44756,1.57,0,0,0.4,17,4,0,0.4,0
dbt_model,45.0,123166,1.16,0,0,0.7,5,3,0,0.7,0
dbt_model,24.1,3543,0.46,1,0,-9.4,12,5,0,2.6,0
dbt_model,27.5,72244,2.12,0,0,30.4,4,3,0,0.3,0
extract,14.1,6500,0.92,0,0,-18.5,1,4,0,0.9,0
quality_check,13.9,32857,1.29,0,0,12.7,8,2,0,0.0,0
dbt_model,39.1,4628490,0.16,0,0,23.0,3,6,0,5.9,0
dbt_model,32.1,59023,2.4,0,0,-2.5,12,1,1,17.8,0
quality_check,20.1,9117,0.05,0,0,1.1,11,3,0,6.2,0
quality_check,25.5,69735,0.99,0,0,9.5,11,6,0,4.0,0
extract,44.5,15877,1.03,0,1,-6.7,23,4,0,0.8,0
extract,37.5,7807,0.93,0,0,-34.1,20,4,1,1.0,0
extract,26.7,1050758,2.01,0,0,-4.5,10,0,2,1.0,0
quality_check,31.2,200165,1.66,0,0,29.6,4,2,2,10.5,0
dbt_model,36.9,63124,0.92,1,0,10.2,4,3,0,4.2,1
quality_check,25.5,19401,0.41,0,0,1.4,17,5,1,2.2,0
dbt_model,24.1,22086,0.16,0,1,13.6,20,5,1,0.9,0
dbt_model,33.5,428467,0.09,0,0,-2.6,21,3,1,1.4,0
dbt_model,42.9,59309,0.87,0,0,0.5,22,2,0,1.7,0
quality_check,34.3,261,0.09,0,0,-7.8,0,1,0,6.8,0
dbt_model,32.4,1747159,2.41,0,0,8.6,19,3,0,1.1,0
load,36.9,48673,0.69,0,0,-9.7,18,1,0,7.0,0
load,33.1,62905,1.73,0,0,-5.7,3,1,0,1.5,1
quality_check,26.2,206635,4.43,0,0,15.8,6,6,0,5.6,0
load,30.9,76469,1.25,0,0,-3.5,23,3,2,2.3,0
dbt_model,22.9,119976,0.58,0,0,10.2,10,2,2,3.2,1
extract,41.5,18435,0.36,0,0,11.7,16,2,0,1.0,0
dbt_model,42.8,5076,1.54,0,0,-1.4,1,2,1,1.6,0
quality_check,29.3,56861,1.66,0,0,-6.3,15,5,0,4.1,0
quality_check,30.4,358822,0.29,0,0,-23.8,7,3,0,0.9,0
dbt_model,39.9,12881,0.11,0,0,-19.7,18,4,2,4.3,0
dbt_model,41.2,11329,1.42,0,1,11.0,2,4,2,4.3,1
dbt_model,25.6,256178,0.43,0,0,10.6,23,3,0,8.2,0
quality_check,29.6,17472,0.77,0,0,-17.8,5,3,1,1.0,0
extract,30.6,18828,1.41,0,0,7.1,9,5,0,3.9,0
dbt_model,24.3,19989,1.5,0,0,3.9,0,6,1,1.5,1
dbt_model,35.5,32729,2.36,0,0,16.8,2,2,0,3.9,0
quality_check,21.6,2928,4.56,0,0,39.0,22,2,0,0.4,0
dbt_model,25.9,15322,1.25,0,0,10.3,16,5,0,2.0,1
extract,32.0,52501,0.48,0,0,-12.4,21,0,1,1.9,0
dbt_model,19.5,51905,5.54,0,0,13.4,20,3,1,4.5,0
extract,17.0,231605,0.22,0,0,-18.8,15,6,0,4.6,0
dbt_model,45.6,689021,0.02,0,0,40.0,15,4,0,3.5,0
load,29.8,408388,1.24,1,0,-22.1,7,1,0,10.9,0
dbt_model,54.0,156912,0.86,0,0,7.9,16,2,0,5.8,1
load,49.6,28624,1.34,0,1,0.0,22,6,0,1.0,1
quality_check,26.0,13401,1.07,0,0,-7.4,5,3,0,0.4,0
load,53.3,37369,0.06,0,0,-8.6,23,5,0,2.0,0
dbt_model,42.3,92681,0.63,0,0,24.5,12,5,0,4.2,0
load,28.7,135279,2.61,0,0,10.2,19,5,1,1.3,0
dbt_model,10.7,98413,0.4,0,0,-2.7,8,4,1,2.4,0
dbt_model,38.1,29915,2.72,0,1,31.2,16,0,0,1.6,1
quality_check,34.7,127896,1.04,0,0,-2.1,13,2,0,2.1,0
dbt_model,39.6,273046,0.52,0,0,13.2,7,0,0,0.9,0
dbt_model,32.6,148487,0.71,0,0,-24.1,0,3,1,1.5,0
extract,21.9,34502,0.38,0,0,-23.2,21,1,0,3.3,0
extract,26.1,9564,1.26,0,0,12.8,16,4,1,0.2,0
dbt_model,36.2,9208,0.53,0,0,5.5,11,2,0,0.3,0
load,27.2,12210,2.29,0,0,38.6,13,6,2,5.4,1
dbt_model,29.7,54793,0.18,1,0,-12.7,15,5,2,1.4,1
dbt_model,20.0,83423,1.41,0,0,12.2,0,1,1,1.9,0
load,29.1,3777,0.73,0,0,-4.4,4,2,1,3.9,0
quality_check,20.8,16213,0.68,0,0,15.3,23,2,1,1.9,1
extract,41.2,53597,1.85,0,0,13.8,0,0,0,1.7,0
dbt_model,23.1,8608,0.18,0,0,-0.5,2,5,0,15.0,0
extract,30.8,72710,1.42,0,0,-13.3,23,0,1,0.6,0
dbt_model,50.9,22205,2.04,0,0,-6.1,18,5,0,5.1,0
dbt_model,27.5,11413,1.08,0,1,-20.0,14,3,1,0.0,0
dbt_model,28.4,39542,0.28,0,0,6.6,22,3,0,1.0,0
dbt_model,38.6,68026,1.21,0,0,-50.6,16,0,0,1.5,0
dbt_model,13.8,9342,1.73,0,0,-10.5,2,4,0,0.4,0
dbt_model,42.8,24632,0.13,0,0,16.3,1,5,1,0.6,0
dbt_model,42.5,76748,0.27,0,0,15.8,21,2,0,1.1,0
dbt_model,34.8,10728,1.33,0,0,-29.0,10,1,0,1.7,1
dbt_model,1.0,2559,1.23,0,0,10.5,8,6,0,1.2,1
dbt_model,25.6,3107,1.39,0,0,-20.5,6,3,0,0.2,0
dbt_model,19.6,18603,0.05,0,0,-6.8,19,4,0,3.5,0
dbt_model,38.7,4405,0.26,0,0,13.8,20,5,1,8.5,0
extract,40.7,20819,2.92,0,0,-17.6,14,4,0,5.7,0
load,40.4,521210,0.42,0,0,25.7,11,3,2,2.7,0
load,17.6,4000,0.58,0,0,4.6,14,4,2,5.3,0
dbt_model,44.9,23105,1.2,0,0,8.3,9,6,0,0.8,0
dbt_model,35.8,1100953,1.51,0,0,19.4,8,4,1,7.1,0
quality_check,49.6,69773,2.1,0,0,16.0,3,5,1,1.1,0
dbt_model,33.6,20163,1.49,0,0,14.5,11,1,1,4.6,1
dbt_model,36.4,28253,1.17,0,0,-11.8,9,1,1,2.2,0
dbt_model,29.3,72184,0.58,0,0,-20.0,6,0,0,1.9,0
extract,49.6,547564,3.01,1,0,-5.1,8,0,2,9.7,1
load,36.2,15531,0.38,0,0,8.5,16,3,0,10.5,0
dbt_model,43.1,10805,3.71,0,0,-23.1,18,6,0,19.5,1
dbt_model,30.0,3999,0.54,0,0,10.5,19,0,0,0.7,0
load,32.1,42828,2.09,0,0,6.7,20,4,0,0.3,0
dbt_model,33.7,3831,2.92,0,0,-3.3,23,5,0,0.2,0
dbt_model,43.9,17291,0.29,0,0,1.1,9,6,0,2.3,0
dbt_model,38.9,8485,0.13,0,0,1.2,21,5,1,2.0,0
dbt_model,36.5,202520,2.19,0,0,7.9,9,0,0,1.8,0
quality_check,14.1,16099,0.94,0,0,13.4,19,1,0,6.3,0
dbt_model,40.6,68534,1.05,0,0,51.7,23,6,2,5.4,0
extract,14.8,2789,0.64,0,0,3.0,18,0,0,4.7,0
load,32.9,44820,0.42,0,0,-11.6,9,6,0,1.0,0
dbt_model,27.9,5297,0.28,0,0,-34.3,9,6,1,0.9,0
quality_check,18.3,18378,0.48,0,0,-25.3,15,1,2,2.1,0
dbt_model,41.7,1249087,2.55,0,0,-13.6,23,5,0,0.1,0
dbt_model,54.2,161373,0.6,0,0,12.4,3,0,0,1.3,1
quality_check,29.1,29570,1.84,0,0,-7.1,6,0,0,0.3,0
load,48.0,6066588,2.18,1,0,7.3,10,2,0,0.2,1
dbt_model,50.9,8397,0.16,0,0,-13.2,19,1,2,1.1,0
quality_check,43.2,234297,1.79,0,0,8.2,5,3,0,1.7,0
load,22.2,3126,0.01,0,0,15.7,10,1,0,2.4,0
dbt_model,33.7,24580,0.41,0,0,-7.2,5,1,1,4.8,0
extract,32.8,4202,0.57,0,0,7.8,16,2,0,1.3,0
dbt_model,45.9,54810,0.87,0,0,-7.9,5,0,0,2.8,1
dbt_model,43.3,39717,1.06,0,0,-22.2,2,4,0,1.8,0
extract,6.5,22197,0.19,0,0,10.0,11,6,2,4.5,0
quality_check,27.6,208415,0.03,0,1,7.4,0,2,0,0.4,0
load,30.0,14656,0.38,0,0,10.7,7,1,0,1.1,0
dbt_model,24.0,61264,0.59,0,0,17.2,23,6,0,0.0,0
dbt_model,1.2,134980,0.57,0,1,-4.5,19,6,2,0.3,0
quality_check,21.6,3384,3.58,0,0,-3.2,15,3,1,8.3,0
dbt_model,30.1,10965,1.13,0,0,-5.1,10,1,0,1.1,0
dbt_model,27.7,39583,0.1,1,0,6.2,19,5,0,11.3,0
dbt_model,25.0,99533,0.56,0,0,-2.5,1,5,1,4.2,0
dbt_model,36.6,352914,0.7,0,0,2.3,10,0,0,3.0,0
extract,34.7,25708,1.87,0,0,-13.0,10,1,0,2.6,0
dbt_model,27.1,21886,1.01,0,0,-18.5,0,6,2,3.1,1
quality_check,42.2,8989,0.16,0,0,-16.4,2,0,1,0.3,0
extract,33.7,61572,2.45,0,0,7.5,10,1,1,11.0,0
dbt_model,23.6,22575,0.75,0,0,-0.8,3,5,1,11.1,0
dbt_model,21.4,23424,0.83,1,0,-8.9,23,5,0,4.0,0
quality_check,30.1,31250,3.07,0,0,11.9,3,1,0,3.9,0
dbt_model,43.8,87781,0.09,0,0,26.2,0,6,1,4.7,0
dbt_model,23.3,14735,0.58,1,0,-8.9,19,2,0,7.6,0
dbt_model,35.5,10557,0.26,0,0,-19.5,9,1,1,7.3,0
dbt_model,34.3,72457,0.07,0,0,17.0,10,2,0,1.6,0
quality_check,41.8,286,0.77,0,0,0.3,6,4,0,12.5,0
extract,34.1,13823,4.13,0,0,-3.3,0,4,1,5.8,0
extract,22.8,5755,0.9,0,0,18.3,17,1,0,5.0,0
quality_check,42.2,249001,3.49,0,0,-4.7,12,4,1,6.7,0
dbt_model,37.9,17934,0.57,0,0,7.1,9,0,0,17.0,0
dbt_model,27.1,14806,1.3,0,0,2.9,4,0,0,0.9,0
dbt_model,21.6,33597,0.52,0,0,58.4,3,1,1,2.3,0
extract,35.4,14008,3.02,0,0,-2.4,17,6,0,3.0,0
quality_check,31.7,19067,1.79,0,0,16.9,1,4,0,14.4,0
quality_check,18.9,42420,1.19,0,0,-4.5,22,0,0,0.4,0
dbt_model,33.4,18485,1.39,0,0,8.1,12,0,0,0.8,0
dbt_model,25.3,18274,0.14,0,0,-3.5,4,5,1,3.5,0
dbt_model,15.8,7213,0.4,0,0,14.3,21,3,1,3.1,0
dbt_model,25.9,5732,0.12,0,0,-1.7,6,5,0,3.5,0
dbt_model,44.0,40015,0.63,0,0,9.1,7,2,0,3.0,0
dbt_model,44.0,59311,0.77,0,0,-13.6,17,2,0,0.1,0
dbt_model,36.8,3695,3.0,0,0,-14.3,2,1,2,0.8,0
load,36.8,122504,0.6,0,0,-33.9,15,4,1,2.3,0
quality_check,39.7,123312,0.57,0,0,6.6,6,4,1,2.7,0
dbt_model,35.8,172733,0.18,0,1,-11.7,19,3,0,0.7,1
load,23.1,58678,0.47,0,0,39.5,11,6,0,0.9,0
dbt_model,25.9,100642,0.87,0,0,-8.5,15,4,0,0.5,0
load,32.8,1197853,0.8,0,0,22.4,11,6,0,2.6,1
dbt_model,44.0,22416,0.84,0,0,20.6,4,5,0,0.1,0
dbt_model,39.0,6815,0.19,0,1,-4.4,7,0,2,8.9,0
dbt_model,18.3,3119,0.38,0,0,-13.3,20,3,2,2.4,0
quality_check,37.6,602641,2.27,0,0,-2.4,12,6,0,0.3,0
dbt_model,33.5,615419,0.45,0,0,20.4,3,5,0,1.6,0
load,28.3,8272,0.03,0,0,41.1,1,0,1,4.4,0
extract,25.4,11342,2.58,0,0,-22.2,2,1,1,11.9,0
dbt_model,44.0,21625,0.39,0,0,0.3,19,0,1,2.5,0
extract,35.5,257509,1.05,0,0,-10.9,22,4,0,0.8,0
load,30.6,4630,0.9,0,0,-6.5,12,3,2,6.6,0
dbt_model,28.8,1561,2.69,0,0,30.7,14,2,1,8.1,0
quality_check,29.0,1164757,5.49,0,0,-13.9,12,6,1,1.0,0
load,34.1,59862,0.66,0,0,-28.9,7,6,1,1.2,0
dbt_model,43.1,75136,1.65,0,0,3.6,18,0,0,3.7,0
extract,44.9,26155,1.24,0,1,6.8,6,5,2,0.3,1
dbt_model,23.2,76516,1.55,0,0,-7.6,17,6,0,2.1,0
dbt_model,14.4,3220,0.45,0,0,-12.3,2,0,0,5.9,1
load,30.5,9457,6.64,1,0,2.9,13,6,0,2.3,1
load,42.5,42969,0.27,0,0,-24.3,13,5,1,3.1,0
dbt_model,29.2,959,1.35,0,0,7.6,3,1,2,1.2,0
load,37.5,22381,0.35,0,0,-6.3,20,4,0,2.2,0
dbt_model,19.0,20278,0.43,0,0,25.0,4,0,1,5.3,0
quality_check,26.3,22374,1.28,0,0,5.7,16,4,0,0.0,0
dbt_model,10.9,15036,0.06,0,1,-2.8,11,2,0,0.0,1
dbt_model,28.2,7380,3.75,0,0,-4.1,18,1,2,6.2,0
dbt_model,7.7,1967,2.37,0,0,-34.8,10,5,1,2.2,0
dbt_model,44.6,45779,1.75,0,0,-2.2,14,5,2,1.0,0
dbt_model,45.4,22466,0.05,0,0,-3.7,17,2,2,0.9,0
dbt_model,29.7,4022,0.84,0,0,0.9,0,0,1,4.1,0
dbt_model,18.8,40136,0.32,0,0,-3.4,5,5,0,1.0,0
extract,34.8,22653,0.77,0,0,25.7,10,6,0,0.1,0
load,47.7,17367,0.46,0,0,-4.8,8,6,0,0.9,0
dbt_model,30.5,1151,2.37,0,0,-15.2,0,3,1,4.4,1
extract,44.8,108274,2.39,0,0,-30.0,15,3,0,0.7,0
dbt_model,24.4,5049,1.44,0,0,-8.0,1,0,2,7.6,0
load,24.6,40184,0.53,0,0,-18.8,18,2,1,0.0,0
dbt_model,29.4,9964,1.34,0,0,-23.4,4,4,2,1.4,0
load,13.8,19497,1.11,0,0,-5.6,14,5,1,2.0,0
dbt_model,55.8,229502,0.38,0,0,20.5,21,2,2,0.5,0
quality_check,35.0,85015,0.32,0,0,16.8,8,6,0,1.0,0
dbt_model,43.2,221474,1.1,0,0,-23.1,5,1,0,2.1,0
extract,29.0,61612,0.37,0,0,0.7,5,4,2,0.8,1
dbt_model,19.5,68448,0.93,0,0,7.6,10,4,0,1.0,0
load,40.1,2101,3.89,0,0,10.5,7,4,0,6.2,0
quality_check,21.2,21850,1.36,0,0,28.9,21,2,0,4.3,0
quality_check,34.8,25340,0.77,0,0,-21.1,20,4,0,10.2,1
load,39.6,257265,3.18,0,0,-15.9,16,1,0,1.7,0
dbt_model,31.5,16155,1.99,0,0,-11.9,8,5,0,4.5,0
dbt_model,25.9,55479,0.08,0,0,6.6,3,4,0,6.8,0
load,31.5,52115,0.01,0,0,-49.0,5,2,1,2.5,0
dbt_model,26.9,231487,4.21,0,0,-4.1,11,2,0,1.7,0
dbt_model,39.2,29319,0.73,0,0,-32.1,19,0,1,1.4,1
dbt_model,39.7,136551,2.03,1,0,-0.0,18,0,1,2.4,1
load,27.3,2373,0.11,0,0,37.3,23,2,2,4.8,0
extract,22.6,2745,0.31,0,0,16.2,10,1,1,1.6,0
extract,44.9,940,0.22,0,0,-22.1,13,4,1,1.1,0
quality_check,22.7,127717,0.76,0,0,-7.5,5,3,1,0.1,0
extract,20.2,106709,0.2,0,0,-16.0,16,1,1,5.1,0
dbt_model,34.0,152500,0.36,0,0,23.3,15,4,0,2.2,0
load,28.0,12286,1.9,0,0,-39.6,1,4,1,0.0,0
dbt_model,40.6,14740,3.64,0,0,-7.9,9,3,0,8.7,0
quality_check,37.7,29921,0.73,0,1,-12.5,22,4,0,2.1,0
dbt_model,36.5,365828,0.65,0,0,-21.1,12,6,2,1.6,0
extract,41.5,545863,1.12,0,0,29.9,10,4,2,4.7,0
dbt_model,38.8,129326,1.51,1,0,-28.2,2,2,2,0.5,0
quality_check,52.1,61674,0.45,0,0,-21.5,19,4,0,0.9,0
extract,38.2,307617,0.44,0,0,28.7,21,6,2,0.6,0
